Issue ID,Issue Type,Summary,Description,Priority,Story Points,Original Estimate,Epic Name,Epic Link,Parent ID,Labels,Depends On
TASK-0172,Sub-task,[TASK-0172] UI сохраненных view,"Тип: Frontend

Описание: Сохранение/применение/шаринг представлений.

Критерии готовности (DoD):
- Доступна установка default view.",High,,4h,,,STORY-035,"crm-prd,backlog,story-035,frontend",
TASK-0173,Sub-task,[TASK-0173] Design view manager,"Тип: Design

Описание: Менеджер сохраненных представлений и прав.

Критерии готовности (DoD):
- Есть понятная визуализация private/shared.",High,,2h,,,STORY-035,"crm-prd,backlog,story-035,design",
TASK-0174,Sub-task,[TASK-0174] QA ACL for views,"Тип: QA

Описание: Проверка прав доступа к shared/private представлениям.

Критерии готовности (DoD):
- Нет утечек приватных view между командами.",High,,4h,,,STORY-035,"crm-prd,backlog,story-035,qa",
TASK-0175,Sub-task,[TASK-0175] Cache popular views,"Тип: DevOps

Описание: Кэш часто используемых view для ускорения загрузки.

Критерии готовности (DoD):
- p95 загрузки view <1s соблюдается.",High,,2h,,,STORY-035,"crm-prd,backlog,story-035,devops",
TASK-0176,Sub-task,[TASK-0176] Auth service backend,"Тип: Backend

Описание: JWT выпуск, refresh flow, lockout логика.

Критерии готовности (DoD):
- Реализована refresh reuse detection.",Highest,,8h,,,STORY-036,"crm-prd,backlog,story-036,backend",
TASK-0177,Sub-task,[TASK-0177] Login UI,"Тип: Frontend

Описание: Форма входа и refresh обработка в клиенте.

Критерии готовности (DoD):
- Ошибки логина отображаются без утечки деталей.",Highest,,4h,,,STORY-036,"crm-prd,backlog,story-036,frontend",
TASK-0178,Sub-task,[TASK-0178] Design auth screens,"Тип: Design

Описание: Макеты login/session expired/lockout.

Критерии готовности (DoD):
- Состояния ошибок покрыты.",Highest,,2h,,,STORY-036,"crm-prd,backlog,story-036,design",
TASK-0179,Sub-task,[TASK-0179] QA auth security tests,"Тип: QA

Описание: Проверка brute-force, refresh replay, expiry.

Критерии готовности (DoD):
- OWASP auth тест-кейсы пройдены.",Highest,,8h,,,STORY-036,"crm-prd,backlog,story-036,qa",
TASK-0180,Sub-task,[TASK-0180] Token key rotation,"Тип: DevOps

Описание: Ротация signing keys и JWKS публикация.

Критерии готовности (DoD):
- Ротация ключей без downtime.",Highest,,4h,,,STORY-036,"crm-prd,backlog,story-036,devops",
TASK-0181,Sub-task,[TASK-0181] 2FA backend,"Тип: Backend

Описание: Генерация TOTP secret, верификация кодов, backup codes.

Критерии готовности (DoD):
- Секреты 2FA хранятся зашифрованно.",Highest,,8h,,,STORY-037,"crm-prd,backlog,story-037,backend",
TASK-0182,Sub-task,[TASK-0182] 2FA setup UI,"Тип: Frontend

Описание: Экран включения 2FA и ввода проверочного кода.

Критерии готовности (DoD):
- Отображается QR и recovery codes.",Highest,,4h,,,STORY-037,"crm-prd,backlog,story-037,frontend",
TASK-0183,Sub-task,[TASK-0183] Design 2FA flow,"Тип: Design

Описание: UX подключения 2FA и восстановления.

Критерии готовности (DoD):
- Понятен шаг восстановления при потере устройства.",Highest,,2h,,,STORY-037,"crm-prd,backlog,story-037,design",
TASK-0184,Sub-task,[TASK-0184] QA 2FA scenarios,"Тип: QA

Описание: Проверка включения/отключения/обхода 2FA.

Критерии готовности (DoD):
- Невозможно выполнить mandatory action без 2FA.",Highest,,4h,,,STORY-037,"crm-prd,backlog,story-037,qa",
TASK-0185,Sub-task,[TASK-0185] Secure backup-code storage,"Тип: DevOps

Описание: Безопасное хранение и аудит использования backup кодов.

Критерии готовности (DoD):
- Использование backup codes логируется.",Highest,,4h,,,STORY-037,"crm-prd,backlog,story-037,devops",
TASK-0186,Sub-task,[TASK-0186] RBAC policy backend,"Тип: Backend

Описание: Матрица permissions и policy enforcement middleware.

Критерии готовности (DoD):
- Все защищенные endpoint покрыты policy checks.",Highest,,8h,,,STORY-038,"crm-prd,backlog,story-038,backend",
TASK-0187,Sub-task,[TASK-0187] UI role editor,"Тип: Frontend

Описание: Экран редактирования прав ролей.

Критерии готовности (DoD):
- Есть diff view до/после изменений.",Highest,,8h,,,STORY-038,"crm-prd,backlog,story-038,frontend",
TASK-0188,Sub-task,[TASK-0188] Design permission matrix,"Тип: Design

Описание: Табличный интерфейс ролей и прав.

Критерии готовности (DoD):
- Критичные права визуально выделены.",Highest,,4h,,,STORY-038,"crm-prd,backlog,story-038,design",
TASK-0189,Sub-task,[TASK-0189] QA authorization suite,"Тип: QA

Описание: Автотесты на доступ/запрет по всем ролям.

Критерии готовности (DoD):
- Покрыто не менее 95% RBAC матрицы.",Highest,,8h,,,STORY-038,"crm-prd,backlog,story-038,qa",
TASK-0190,Sub-task,[TASK-0190] Policy cache distribution,"Тип: DevOps

Описание: Быстрое распространение обновленных политик между сервисами.

Критерии готовности (DoD):
- Применение прав <30s подтверждено.",Highest,,4h,,,STORY-038,"crm-prd,backlog,story-038,devops",
TASK-0191,Sub-task,[TASK-0191] Tenant isolation middleware,"Тип: Backend

Описание: Enforce workspace scope на уровне каждого запроса.

Критерии готовности (DoD):
- Нет endpoint без workspace-check.",Highest,,8h,,,STORY-039,"crm-prd,backlog,story-039,backend",
TASK-0192,Sub-task,[TASK-0192] UI workspace switcher,"Тип: Frontend

Описание: Переключатель воркспейсов с явной индикацией текущего контекста.

Критерии готовности (DoD):
- Переключение пересоздает session context.",Highest,,4h,,,STORY-039,"crm-prd,backlog,story-039,frontend",
TASK-0193,Sub-task,[TASK-0193] Design tenant context UI,"Тип: Design

Описание: Паттерны отображения tenant context во всех ключевых экранах.

Критерии готовности (DoD):
- Текущий workspace всегда заметен.",Highest,,2h,,,STORY-039,"crm-prd,backlog,story-039,design",
TASK-0194,Sub-task,[TASK-0194] QA tenant-boundary tests,"Тип: QA

Описание: Проверка попыток доступа к чужим данным через UI/API.

Критерии готовности (DoD):
- Все попытки кросс-tenant доступа блокируются.",Highest,,8h,,,STORY-039,"crm-prd,backlog,story-039,qa",
TASK-0195,Sub-task,[TASK-0195] Data partition strategy,"Тип: DevOps

Описание: Настроить партиционирование/индексацию по workspace.

Критерии готовности (DoD):
- Изоляция подтверждена на уровне БД политик.",Highest,,8h,,,STORY-039,"crm-prd,backlog,story-039,devops",
TASK-0196,Sub-task,[TASK-0196] Session management backend,"Тип: Backend

Описание: Хранение сессий, revoke endpoint, IP whitelist enforcement.

Критерии готовности (DoD):
- Revoke завершает токен-сессию <10 сек.",High,,8h,,,STORY-040,"crm-prd,backlog,story-040,backend",
TASK-0197,Sub-task,[TASK-0197] UI security center,"Тип: Frontend

Описание: Экран активных сессий и настроек IP whitelist.

Критерии готовности (DoD):
- Есть действия revoke single/revoke all.",High,,4h,,,STORY-040,"crm-prd,backlog,story-040,frontend",
TASK-0198,Sub-task,[TASK-0198] Design security center,"Тип: Design

Описание: Макет центра безопасности аккаунта.

Критерии готовности (DoD):
- Учтены risk-action подтверждения.",High,,2h,,,STORY-040,"crm-prd,backlog,story-040,design",
TASK-0199,Sub-task,[TASK-0199] QA session control tests,"Тип: QA

Описание: Проверка revoke и whitelist ограничений.

Критерии готовности (DoD):
- Нет возможности продолжить revoked session.",High,,4h,,,STORY-040,"crm-prd,backlog,story-040,qa",
TASK-0200,Sub-task,[TASK-0200] SIEM integration,"Тип: DevOps

Описание: Поток событий безопасности в SIEM.

Критерии готовности (DoD):
- События login/revoke/blocking доступны в SIEM.",High,,4h,,,STORY-040,"crm-prd,backlog,story-040,devops",
TASK-0201,Sub-task,[TASK-0201] Fraud scoring orchestrator,"Тип: Backend

Описание: Оркестратор сигналов и итогового score с degraded mode.

Критерии готовности (DoD):
- Score доступен в пределах p95 <250ms.",Highest,,8h,,,STORY-041,"crm-prd,backlog,story-041,backend",
TASK-0202,Sub-task,[TASK-0202] UI fraud score in lead profile,"Тип: Frontend

Описание: Отображение fraud score и ключевых сигналов.

Критерии готовности (DoD):
- Видны low/medium/high bands и degraded badge.",Highest,,4h,,,STORY-041,"crm-prd,backlog,story-041,frontend",
TASK-0203,Sub-task,[TASK-0203] Design risk badges,"Тип: Design

Описание: Визуальный язык риск-бейджей и сигналов.

Критерии готовности (DoD):
- Сигналы приоритизированы по severity.",Highest,,2h,,,STORY-041,"crm-prd,backlog,story-041,design",
TASK-0204,Sub-task,[TASK-0204] QA scoring accuracy,"Тип: QA

Описание: Проверка границ score и деградированного режима.

Критерии готовности (DoD):
- Нет блокирующих ошибок при отказе части провайдеров.",Highest,,8h,,,STORY-041,"crm-prd,backlog,story-041,qa",
TASK-0205,Sub-task,[TASK-0205] Fraud provider failover infra,"Тип: DevOps

Описание: Failover между провайдерами fraud-сигналов.

Критерии готовности (DoD):
- Сервис работает при падении одного провайдера.",Highest,,8h,,,STORY-041,"crm-prd,backlog,story-041,devops",
TASK-0206,Sub-task,[TASK-0206] IP signal adapters,"Тип: Backend

Описание: Интеграция источников IP reputation и нормализация ответа.

Критерии готовности (DoD):
- Фолбэк на второй провайдер реализован.",Highest,,8h,,,STORY-042,"crm-prd,backlog,story-042,backend",
TASK-0207,Sub-task,[TASK-0207] UI IP risk panel,"Тип: Frontend

Описание: Панель IP-сигналов в карточке лида.

Критерии готовности (DoD):
- Отображаются ASN и geo mismatch.",Highest,,4h,,,STORY-042,"crm-prd,backlog,story-042,frontend",
TASK-0208,Sub-task,[TASK-0208] Design IP indicators,"Тип: Design

Описание: Компоненты визуализации IP trust signals.

Критерии готовности (DoD):
- Unknown state не путается с safe.",Highest,,2h,,,STORY-042,"crm-prd,backlog,story-042,design",
TASK-0209,Sub-task,[TASK-0209] QA IP edge cases,"Тип: QA

Описание: Тесты IPv4/IPv6, частных диапазонов, таймаутов.

Критерии готовности (DoD):
- Корректно обрабатываются reserved IP ranges.",Highest,,4h,,,STORY-042,"crm-prd,backlog,story-042,qa",
TASK-0210,Sub-task,[TASK-0210] IP cache and TTL policy,"Тип: DevOps

Описание: Кэширование результатов IP-проверок.

Критерии готовности (DoD):
- Cache hit ratio и stale policy мониторятся.",Highest,,4h,,,STORY-042,"crm-prd,backlog,story-042,devops",
TASK-0211,Sub-task,[TASK-0211] Email/phone validators backend,"Тип: Backend

Описание: Интеграция проверок email и phone с confidence score.

Критерии готовности (DoD):
- Результаты нормализуются в единый формат сигналов.",Highest,,8h,,,STORY-043,"crm-prd,backlog,story-043,backend",
TASK-0212,Sub-task,[TASK-0212] UI contact quality block,"Тип: Frontend

Описание: Отображение проверок email/phone и confidence.

Критерии готовности (DoD):
- Видны отдельные причины low quality.",Highest,,4h,,,STORY-043,"crm-prd,backlog,story-043,frontend",
TASK-0213,Sub-task,[TASK-0213] Design signal detail rows,"Тип: Design

Описание: Детальные строки сигналов качества контактов.

Критерии готовности (DoD):
- Понятны статусы pass/warn/fail.",Highest,,2h,,,STORY-043,"crm-prd,backlog,story-043,design",
TASK-0214,Sub-task,[TASK-0214] QA validation tests,"Тип: QA

Описание: Проверка disposable emails, VOIP, invalid domains.

Критерии готовности (DoD):
- Покрыты edge-case международные номера.",Highest,,4h,,,STORY-043,"crm-prd,backlog,story-043,qa",
TASK-0215,Sub-task,[TASK-0215] External provider quotas monitor,"Тип: DevOps

Описание: Контроль здоровья и квот внешних провайдеров.

Критерии готовности (DoD):
- Алерт при достижении 80% внешней квоты.",Highest,,4h,,,STORY-043,"crm-prd,backlog,story-043,devops",
TASK-0216,Sub-task,[TASK-0216] Fraud profile engine,"Тип: Backend

Описание: Версионирование профилей и evaluator правил.

Критерии готовности (DoD):
- Доступен rollback на предыдущую версию профиля.",Highest,,8h,,,STORY-044,"crm-prd,backlog,story-044,backend",
TASK-0217,Sub-task,[TASK-0217] UI fraud profile builder,"Тип: Frontend

Описание: Конструктор весов и порогов по сигналам.

Критерии готовности (DoD):
- Есть preview влияния изменений на score.",Highest,,8h,,,STORY-044,"crm-prd,backlog,story-044,frontend",
TASK-0218,Sub-task,[TASK-0218] Design profile builder,"Тип: Design

Описание: UX редактора rule-based профилей.

Критерии готовности (DoD):
- Показана иерархия scope (tenant/affiliate/flow).",Highest,,4h,,,STORY-044,"crm-prd,backlog,story-044,design",
TASK-0219,Sub-task,[TASK-0219] QA profile propagation,"Тип: QA

Описание: Проверить назначение профилей и скорость применения.

Критерии готовности (DoD):
- Применение изменений <60 сек подтверждено.",Highest,,8h,,,STORY-044,"crm-prd,backlog,story-044,qa",
TASK-0220,Sub-task,[TASK-0220] Config distribution infra,"Тип: DevOps

Описание: Распространение fraud profile config в runtime сервисы.

Критерии готовности (DoD):
- Нет stale profile дольше 60 сек.",Highest,,4h,,,STORY-044,"crm-prd,backlog,story-044,devops",
TASK-0221,Sub-task,[TASK-0221] Review queue backend,"Тип: Backend

Описание: Очередь и endpoint ручного override.

Критерии готовности (DoD):
- Обязательная причина override валидируется.",High,,8h,,,STORY-045,"crm-prd,backlog,story-045,backend",
TASK-0222,Sub-task,[TASK-0222] UI review queue,"Тип: Frontend

Описание: Таблица high-risk лидов и действия approve/block.

Критерии готовности (DoD):
- Есть фильтры по affiliate/GEO/score.",High,,8h,,,STORY-045,"crm-prd,backlog,story-045,frontend",
TASK-0223,Sub-task,[TASK-0223] Design review workflow,"Тип: Design

Описание: Экран ручного review с минимизацией ошибок оператора.

Критерии готовности (DoD):
- Критичные действия требуют подтверждения.",High,,2h,,,STORY-045,"crm-prd,backlog,story-045,design",
TASK-0224,Sub-task,[TASK-0224] QA override audit tests,"Тип: QA

Описание: Проверка аудита override и прав доступа.

Критерии готовности (DoD):
- Любой override воспроизводим по audit trail.",High,,4h,,,STORY-045,"crm-prd,backlog,story-045,qa",
TASK-0225,Sub-task,[TASK-0225] Fraud review queue ops alerts,"Тип: DevOps

Описание: Мониторинг размера очереди review и SLA обработки.

Критерии готовности (DoD):
- Алерт при queue age >15 минут.",High,,4h,,,STORY-045,"crm-prd,backlog,story-045,devops",
TASK-0226,Sub-task,[TASK-0226] Pipeline orchestrator backend,"Тип: Backend

Описание: Реализовать state-machine 4-stage автологина.

Критерии готовности (DoD):
- Все stage-результаты сохраняются в audit.",Highest,,8h,,,STORY-046,"crm-prd,backlog,story-046,backend",
TASK-0227,Sub-task,[TASK-0227] UI stage monitor,"Тип: Frontend

Описание: Экран выполнения pipeline с прогрессом этапов.

Критерии готовности (DoD):
- Ошибки показываются по каждому stage.",Highest,,4h,,,STORY-046,"crm-prd,backlog,story-046,frontend",
TASK-0228,Sub-task,[TASK-0228] Design pipeline timeline,"Тип: Design

Описание: Визуальная лента этапов autologin.

Критерии готовности (DoD):
- Есть success/fail/retry состояния.",Highest,,2h,,,STORY-046,"crm-prd,backlog,story-046,design",
TASK-0229,Sub-task,[TASK-0229] QA stage transitions,"Тип: QA

Описание: Проверить переходы между этапами и таймауты.

Критерии готовности (DoD):
- Нет зависших job при ошибке stage.",Highest,,4h,,,STORY-046,"crm-prd,backlog,story-046,qa",
TASK-0230,Sub-task,[TASK-0230] Worker runtime isolation,"Тип: DevOps

Описание: Изоляция и масштабирование раннеров autologin.

Критерии готовности (DoD):
- Pipeline jobs не влияют на core API latency.",Highest,,8h,,,STORY-046,"crm-prd,backlog,story-046,devops",
TASK-0231,Sub-task,[TASK-0231] Fingerprint collector backend,"Тип: Backend

Описание: Сбор и нормализация fingerprint атрибутов.

Критерии готовности (DoD):
- Данные хэшируются и не содержат raw PII.",Highest,,8h,,,STORY-047,"crm-prd,backlog,story-047,backend",
TASK-0232,Sub-task,[TASK-0232] UI fingerprint panel,"Тип: Frontend

Описание: Показ hash-сигналов и reuse индикатора.

Критерии готовности (DoD):
- Есть ссылки на связанные лиды по fingerprint.",Highest,,4h,,,STORY-047,"crm-prd,backlog,story-047,frontend",
TASK-0233,Sub-task,[TASK-0233] Design fingerprint risk widget,"Тип: Design

Описание: Виджет риска reuse устройства.

Критерии готовности (DoD):
- Видны пороги low/medium/high.",Highest,,2h,,,STORY-047,"crm-prd,backlog,story-047,design",
TASK-0234,Sub-task,[TASK-0234] QA fingerprint determinism,"Тип: QA

Описание: Проверить стабильность хэшей и detection reuse.

Критерии готовности (DoD):
- Ложные срабатывания <2% на тестовом датасете.",Highest,,4h,,,STORY-047,"crm-prd,backlog,story-047,qa",
TASK-0235,Sub-task,[TASK-0235] Fingerprint storage partitioning,"Тип: DevOps

Описание: Партиционирование и retention fingerprint-данных.

Критерии готовности (DoD):
- Retention policy 180 дней применена.",Highest,,4h,,,STORY-047,"crm-prd,backlog,story-047,devops",
TASK-0236,Sub-task,[TASK-0236] Proxy manager backend,"Тип: Backend

Описание: Реестр прокси, health metrics, quarantine логика.

Критерии готовности (DoD):
- Авто-quarantine работает по заданному порогу.",Highest,,8h,,,STORY-048,"crm-prd,backlog,story-048,backend",
TASK-0237,Sub-task,[TASK-0237] UI proxy pool,"Тип: Frontend

Описание: Таблица прокси с health и статусами.

Критерии готовности (DoD):
- Есть массовые действия enable/disable.",Highest,,4h,,,STORY-048,"crm-prd,backlog,story-048,frontend",
TASK-0238,Sub-task,[TASK-0238] Design proxy health table,"Тип: Design

Описание: Визуализация статусов healthy/quarantine/down.

Критерии готовности (DoD):
- Деградированные прокси выделяются явно.",Highest,,2h,,,STORY-048,"crm-prd,backlog,story-048,design",
TASK-0239,Sub-task,[TASK-0239] QA proxy failover,"Тип: QA

Описание: Проверить выбор прокси при падениях и cooldown.

Критерии готовности (DoD):
- Нет повторного назначения proxy в cooldown.",Highest,,4h,,,STORY-048,"crm-prd,backlog,story-048,qa",
TASK-0240,Sub-task,[TASK-0240] Proxy health-check daemon,"Тип: DevOps

Описание: Демон проверки прокси и публикации health метрик.

Критерии готовности (DoD):
- Health обновляется каждые 30 секунд.",Highest,,8h,,,STORY-048,"crm-prd,backlog,story-048,devops",
TASK-0241,Sub-task,[TASK-0241] Anomaly rules backend,"Тип: Backend

Описание: Rule-engine аномалий и endpoint списка.

Критерии готовности (DoD):
- Правила конфигурируемы на уровне tenant.",High,,8h,,,STORY-049,"crm-prd,backlog,story-049,backend",
TASK-0242,Sub-task,[TASK-0242] UI anomaly feed,"Тип: Frontend

Описание: Лента аномалий с фильтрами и acknowledge.

Критерии готовности (DoD):
- Есть фильтр по severity и типу сигнала.",High,,4h,,,STORY-049,"crm-prd,backlog,story-049,frontend",
TASK-0243,Sub-task,[TASK-0243] Design anomaly cards,"Тип: Design

Описание: Карточки аномалий и индикаторы критичности.

Критерии готовности (DoD):
- Карточка содержит recommended action.",High,,2h,,,STORY-049,"crm-prd,backlog,story-049,design",
TASK-0244,Sub-task,[TASK-0244] QA anomaly thresholds,"Тип: QA

Описание: Проверка порогов и корректности алертов.

Критерии готовности (DoD):
- Отсутствуют дубликаты алертов на один event.",High,,4h,,,STORY-049,"crm-prd,backlog,story-049,qa",
TASK-0245,Sub-task,[TASK-0245] Alert routing infra,"Тип: DevOps

Описание: Доставка аномалий в Telegram/email каналы.

Критерии готовности (DoD):
- Алерты доставляются <1 мин.",High,,4h,,,STORY-049,"crm-prd,backlog,story-049,devops",
TASK-0246,Sub-task,[TASK-0246] Autologin metrics API,"Тип: Backend

Описание: Endpoint агрегации SLA метрик.

Критерии готовности (DoD):
- Метрики доступны по 1m/5m/1h.",High,,8h,,,STORY-050,"crm-prd,backlog,story-050,backend",
TASK-0247,Sub-task,[TASK-0247] UI SLA dashboard,"Тип: Frontend

Описание: Дашборд автологина с KPI и графиками.

Критерии готовности (DoD):
- Есть drill-down до lead timeline.",High,,4h,,,STORY-050,"crm-prd,backlog,story-050,frontend",
TASK-0248,Sub-task,[TASK-0248] Design SLA components,"Тип: Design

Описание: Компоненты KPI и stage-failure chart.

Критерии готовности (DoD):
- Компоновка адаптирована для NOC экрана.",High,,2h,,,STORY-050,"crm-prd,backlog,story-050,design",
TASK-0249,Sub-task,[TASK-0249] QA metrics accuracy,"Тип: QA

Описание: Проверка метрик SLA и drill-down.

Критерии готовности (DoD):
- Расхождение с raw logs <0.1%.",High,,4h,,,STORY-050,"crm-prd,backlog,story-050,qa",
TASK-0250,Sub-task,[TASK-0250] Time-series storage tuning,"Тип: DevOps

Описание: Оптимизация хранения time-series метрик.

Критерии готовности (DoD):
- Freshness <60s стабильно соблюдается.",High,,4h,,,STORY-050,"crm-prd,backlog,story-050,devops",
TASK-0251,Sub-task,[TASK-0251] UAD scenario API,"Тип: Backend

Описание: CRUD сценариев UAD и versioning.

Критерии готовности (DoD):
- Поддержан publish/rollback.",Highest,,8h,,,STORY-051,"crm-prd,backlog,story-051,backend",
TASK-0252,Sub-task,[TASK-0252] UI UAD scenario editor,"Тип: Frontend

Описание: Экран создания сценария и условий.

Критерии готовности (DoD):
- Проверяется валидность delay/max_attempts.",Highest,,8h,,,STORY-051,"crm-prd,backlog,story-051,frontend",
TASK-0253,Sub-task,[TASK-0253] Design UAD builder,"Тип: Design

Описание: Макет конструктора сценариев переотправки.

Критерии готовности (DoD):
- Логика сценария читаема без тех. знаний.",Highest,,4h,,,STORY-051,"crm-prd,backlog,story-051,design",
TASK-0254,Sub-task,[TASK-0254] QA scenario lifecycle,"Тип: QA

Описание: Тесты create/publish/rollback сценариев.

Критерии готовности (DoD):
- Сценарии корректно версионируются.",Highest,,4h,,,STORY-051,"crm-prd,backlog,story-051,qa",
TASK-0255,Sub-task,[TASK-0255] Config deploy pipeline,"Тип: DevOps

Описание: Надежное выкатывание активной версии сценариев.

Критерии готовности (DoD):
- Rollback работает без downtime.",Highest,,4h,,,STORY-051,"crm-prd,backlog,story-051,devops",
TASK-0256,Sub-task,[TASK-0256] UAD scheduler backend,"Тип: Backend

Описание: Планировщик и lock-механизм для resend jobs.

Критерии готовности (DoD):
- Исключены конкурирующие запуски одного лида.",Highest,,8h,,,STORY-052,"crm-prd,backlog,story-052,backend",
TASK-0257,Sub-task,[TASK-0257] UI scheduler settings,"Тип: Frontend

Описание: Настройка расписания и окна активности.

Критерии готовности (DoD):
- Поддержан preview next run.",Highest,,4h,,,STORY-052,"crm-prd,backlog,story-052,frontend",
TASK-0258,Sub-task,[TASK-0258] Design schedule UI,"Тип: Design

Описание: Компоненты выбора времени/дней/таймзоны.

Критерии готовности (DoD):
- DST кейсы учтены в интерфейсе.",Highest,,2h,,,STORY-052,"crm-prd,backlog,story-052,design",
TASK-0259,Sub-task,[TASK-0259] QA concurrency tests,"Тип: QA

Описание: Проверка lock и повторных запусков.

Критерии готовности (DoD):
- Нет duplicate resend в конкурентной нагрузке.",Highest,,8h,,,STORY-052,"crm-prd,backlog,story-052,qa",
TASK-0260,Sub-task,[TASK-0260] Queue reliability tuning,"Тип: DevOps

Описание: Надежность очереди UAD и DLQ мониторинг.

Критерии готовности (DoD):
- DLQ age мониторится алертом.",Highest,,4h,,,STORY-052,"crm-prd,backlog,story-052,devops",
TASK-0261,Sub-task,[TASK-0261] Filter evaluator backend,"Тип: Backend

Описание: Движок фильтров и dry-run подсчет.

Критерии готовности (DoD):
- Dry-run и фактический выбор совпадают >=99%.",Highest,,8h,,,STORY-053,"crm-prd,backlog,story-053,backend",
TASK-0262,Sub-task,[TASK-0262] UI resend filters,"Тип: Frontend

Описание: Форма фильтрации с preview count.

Критерии готовности (DoD):
- Ошибки конфликтов видны до сохранения.",Highest,,4h,,,STORY-053,"crm-prd,backlog,story-053,frontend",
TASK-0263,Sub-task,[TASK-0263] Design filter chips,"Тип: Design

Описание: Компоненты фильтров и конфликтных состояний.

Критерии готовности (DoD):
- Конфликты подсвечены и объяснены.",Highest,,2h,,,STORY-053,"crm-prd,backlog,story-053,design",
TASK-0264,Sub-task,[TASK-0264] QA filter edge cases,"Тип: QA

Описание: Тесты конфликтов, пустых выборок, age границ.

Критерии готовности (DoD):
- Проверены граничные значения age/attempt.",Highest,,4h,,,STORY-053,"crm-prd,backlog,story-053,qa",
TASK-0265,Sub-task,[TASK-0265] Query optimization for preview,"Тип: DevOps

Описание: Оптимизировать выборку под dry-run preview.

Критерии готовности (DoD):
- Preview response <1s p95.",Highest,,4h,,,STORY-053,"crm-prd,backlog,story-053,devops",
TASK-0266,Sub-task,[TASK-0266] Continuous runner backend,"Тип: Backend

Описание: Фоновый runner для непрерывного режима UAD.

Критерии готовности (DoD):
- Поддержан pause/resume with checkpoint.",High,,8h,,,STORY-054,"crm-prd,backlog,story-054,backend",
TASK-0267,Sub-task,[TASK-0267] UI mode control,"Тип: Frontend

Описание: Тумблер continuous mode и статус раннера.

Критерии готовности (DoD):
- Видно время последнего цикла.",High,,4h,,,STORY-054,"crm-prd,backlog,story-054,frontend",
TASK-0268,Sub-task,[TASK-0268] Design mode status badge,"Тип: Design

Описание: Компонент статуса continuous mode.

Критерии готовности (DoD):
- Есть paused/running/error статусы.",High,,2h,,,STORY-054,"crm-prd,backlog,story-054,design",
TASK-0269,Sub-task,[TASK-0269] QA lifecycle tests,"Тип: QA

Описание: Проверить pause/resume и восстановление после сбоя.

Критерии готовности (DoD):
- Нет потери задач при restart.",High,,4h,,,STORY-054,"crm-prd,backlog,story-054,qa",
TASK-0270,Sub-task,[TASK-0270] Process supervisor config,"Тип: DevOps

Описание: Надежный supervisor для long-running UAD workers.

Критерии готовности (DoD):
- Auto-restart и health checks настроены.",High,,4h,,,STORY-054,"crm-prd,backlog,story-054,devops",
TASK-0271,Sub-task,[TASK-0271] UAD analytics backend,"Тип: Backend

Описание: Агрегация KPI по сценариям UAD.

Критерии готовности (DoD):
- Поддержана группировка по affiliate/broker.",High,,8h,,,STORY-055,"crm-prd,backlog,story-055,backend",
TASK-0272,Sub-task,[TASK-0272] UI UAD analytics panel,"Тип: Frontend

Описание: Дашборд эффективности UAD.

Критерии готовности (DoD):
- Доступно сравнение сценариев.",High,,4h,,,STORY-055,"crm-prd,backlog,story-055,frontend",
TASK-0273,Sub-task,[TASK-0273] Design UAD charts,"Тип: Design

Описание: Графики recovered revenue и success rate.

Критерии готовности (DoD):
- Поддержаны stacked и line chart варианты.",High,,2h,,,STORY-055,"crm-prd,backlog,story-055,design",
TASK-0274,Sub-task,[TASK-0274] QA analytics reconciliation,"Тип: QA

Описание: Сверка recovered revenue с исходными данными.

Критерии готовности (DoD):
- Расхождение <0.1%.",High,,4h,,,STORY-055,"crm-prd,backlog,story-055,qa",
TASK-0275,Sub-task,[TASK-0275] Reporting DB read path,"Тип: DevOps

Описание: Выделенный read-path для UAD аналитики.

Критерии готовности (DoD):
- Отчеты не влияют на OLTP нагрузку.",High,,4h,,,STORY-055,"crm-prd,backlog,story-055,devops",
TASK-0276,Sub-task,[TASK-0276] KPI aggregation API,"Тип: Backend

Описание: Endpoint realtime KPI с ролевой фильтрацией.

Критерии готовности (DoD):
- Финансовые поля выдаются только разрешенным ролям.",Highest,,8h,,,STORY-056,"crm-prd,backlog,story-056,backend",
TASK-0277,Sub-task,[TASK-0277] KPI tiles UI,"Тип: Frontend

Описание: Карточки KPI с автообновлением.

Критерии готовности (DoD):
- Tiles показывают delta vs previous period.",Highest,,4h,,,STORY-056,"crm-prd,backlog,story-056,frontend",
TASK-0278,Sub-task,[TASK-0278] Design KPI tile set,"Тип: Design

Описание: Визуальный набор KPI карточек.

Критерии готовности (DoD):
- Отличимы positive/negative trends.",Highest,,2h,,,STORY-056,"crm-prd,backlog,story-056,design",
TASK-0279,Sub-task,[TASK-0279] QA KPI accuracy,"Тип: QA

Описание: Сверка KPI с source of truth.

Критерии готовности (DoD):
- Расхождение KPI не более 0.1%.",Highest,,4h,,,STORY-056,"crm-prd,backlog,story-056,qa",
TASK-0280,Sub-task,[TASK-0280] Streaming refresh infra,"Тип: DevOps

Описание: Обновление метрик с интервалом 30с.

Критерии готовности (DoD):
- Freshness SLA <60s подтвержден.",Highest,,4h,,,STORY-056,"crm-prd,backlog,story-056,devops",
